aid,RelCheck_1,RelCheck_2,RelCheck_3,RelCheck_4,RelCheck_5,TimeHelp_1,TimeHelp_2,TimeHelp_3,TimeHelp_6,TimeHelp_7,MoneyHelp_1,MoneyHelp_2,MoneyHelp_3,MoneyHelp_6,MoneyHelp_7,IndCol_1,IndCol_2,IndCol_3,IndCol_4,IndCol_5,IndCol_6,IndCol_7,IndCol_8,IndCol_9,IndCol_10,IndCol_11,IndCol_12,RelDist_1,RelDist_2,RelDist_3,RelDist_6,RelDist_7,RelCont_1,RelCont_2,RelCont_3,RelCont_6,RelCont_7,RelTalk_1,RelTalk_2,RelTalk_3,RelTalk_6,RelTalk_7,RelPhone_1,RelPhone_2,RelPhone_3,RelPhone_6,RelPhone_7,ParClose_1,ParClose_2,PPClose_1,PPClose_2,PartClose_1,PartClose_2,FriendClose_1,FriendClose_2,AcqClose_1,AcqClose_2,RelBen_1,RelBen_2,RelBen_3,RelBen_6,RelBen_7,RelHap_1,RelHap_2,RelHap_3,RelHap_6,RelHap_7,RelCost_1,RelCost_2,RelCost_3,RelCost_6,RelCost_7,RelPrior_1,RelPrior_2,RelPrior_3,RelPrior_6,RelPrior_7,ParSup_1,ParSup_2,ParSup_3,PPSup_1,PPSup_2,PPSup_3,PartSup_1,PartSup_2,PartSup_3,FriendSup_1,FriendSup_2,FriendSup_3,AcqSup_1,AcqSup_2,AcqSup_3,Income,RaceEth_1,RaceEth_2,RaceEth_3,RaceEth_4,RaceEth_5,RaceEth_6,RaceEth_7,RaceEth_8,RaceEth_7_TEXT,country,Age,RelCheck2_1,RelCheck2_2,RelCheck2_3,RelCheck2_4,RelCheck2_5,RelCheck2_6,MarStat,MarStat_5_TEXT,RelLength_Text_1,RelLength_Text_2,MarLength,Living,Living_5_TEXT,Child,Child_3_TEXT,GenderID,GenderID_8_TEXT,GAB,GAB_5_TEXT,SexOr,SexOr_9_TEXT,SpGenderID,SpGenderID_8_TEXT,SpGAB,SpGAB_5_TEXT,SpSexOr,SpSexOr_9_TEXT,Attention_Check,DataConsent,Ind,Col,ConfPar,ConfInLaw,ConfSpouse,ConfFriend,ConfAcq,ClosePar,CloseInLaws,CloseSpouse,CloseFriend,CloseAcq,CommStrPar,CommStrInLaw,CommStrSpouse,CommStrFriend,CommStrAcq,SuppPar,SuppInLaws,SuppSpouse,SuppFriend,SuppAcq,Race,SibCous,RelDist_1_z,RelCont_1_z,RelTalk_1_z,RelPhone_1_z,RelDist_2_z,RelCont_2_z,RelTalk_2_z,RelPhone_2_z,ConfInLaws,RelDist_3_z,RelCont_3_z,RelTalk_3_z,RelPhone_3_z,RelDist_4_z,RelCont_4_z,RelTalk_4_z,RelPhone_4_z,RelDist_5_z,RelCont_5_z,RelTalk_5_z,RelPhone_5_z,RelDist_6_z,RelCont_6_z,RelTalk_6_z,RelPhone_6_z,RelDist_7_z,RelCont_7_z,RelTalk_7_z,RelPhone_7_z,IND_C,COL_C,ParentsTime_Z,InlawsTime_Z,SpouseTime_Z,FriendTime_Z,AcqTime_Z,ParentsMoney_Z,InlawsMoney_Z,SpouseMoney_Z,FriendMoney_Z,AcqMoney_Z
63eef5a2-23c2-1437-ac9f-430ad46a1c35,1,1,0,0,0,5,4,1,1,1,800,250,500,150,150,4,5,6,5,4,2,4,5,6,4,3,5,4,6,2,3,3,2,6,7,3,4,1,1,2,3,2,2,2,3,4,4,4,3,3,3,4,4,5,6,7,7,6,7,4,8,6,3,3,7,6,7,3,5,7,9,8,8,7,7,8,9,3,6,7,6,5,5,3,6,3,3,5,5,3,4,5,2,0,0,0,0,0,1,0,1,NA,112,42,1,0,1,0,0,0,4,NA,21,10,31,4,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,4.6,4.285714285714286,-1.2522009680943365,3.75,-0.8983245543641962,-0.4900934801906378,-0.13530628364976227,3.5,3,4,5.5,7,5,5.5,6.25,7.75,7.5,5.333333333333333,5.333333333333333,4,4.333333333333333,4,6,1,0.0411410894922174,-1.9138503703475216,-1.8795586479468824,-1.2565359435751589,1.0442999839280345,-0.38315843950976,-1.5407179064328134,-0.8271624522162505,-0.4266847035576974,-0.20522104231876412,-0.4700416868072931,-1.9423910977366228,-0.9756443905941052,-0.5500898365654888,-1.9582319546243627,-1.0012108395494554,1.1252960460015322,NA,NA,NA,NA,-0.0842302066208959,-2.034448863756959,-0.26840851692572854,0.4267136665410322,0.04899974301791383,-1.0052889076981562,-0.5594353101551754,0.9744993402363686,-0.4962616822429906,-0.511348464619493,0.610583438488052,0.8699913649133817,-1.1248670890986998,-0.39540837021294123,0.08090686175430303,0.6752207181045657,-0.13497929494561303,-0.41385809138992735,-0.1590509183530914,0.32566680455897284
63eef70d-f5ed-14df-a66b-4ce4166411f1,1,1,1,1,1,6,4,1,0,0,1000,250,250,0,0,7,3,6,6,7,5,7,6,5,7,6,7,1,1,1,2,2,9,9,9,6,4,5,5,5,3,2,5,5,5,4,3,7,7,7,6,7,7,4,4,4,3,10,9,10,5,3,10,10,10,3,2,10,10,10,3,1,10,10,10,2,0,7,7,7,7,6,6,7,7,7,6,6,5,6,5,4,6,1,0,0,0,0,0,0,0,NA,187,31,0,0,0,0,0,1,1,NA,4,6,1,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,6.6,5.571428571428571,0.32439770392623113,5,0.3131121083067946,-0.27890725267658056,-0.4728642052820149,7,6.5,7,4,3.5,10,9.75,10,3.25,1.5,7,6.333333333333333,7,5.666666666666667,5,1,1,-1.4193675874815024,0.6689855348602151,1.09438257690068,0.9535902914255318,-1.4000505279035187,0.7996350041942818,1.3835715124285797,1.4210226743202257,0.5510446657598921,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.620332647842562,0.6426395888240942,1.2834670868692488,1.1252960460015322,NA,NA,NA,NA,-0.6304503344048881,-0.6434838259167379,-0.26840851692572854,0.4267136665410322,-0.5028920993943791,-1.0052889076981562,-0.5594353101551754,0.17615949611965115,1.5037383177570094,0.7743658210947926,1.0176390641467532,0.8699913649133817,-1.1248670890986998,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,-0.13497929494561303,-0.8860570227049436,-0.7746205444845401,-0.5516329962418856
63eef1f7-171b-7e02-cbf8-131e51859155,1,1,1,1,1,4,3,1,3,0,500,0,1000,0,0,3,7,2,3,5,7,6,7,6,5,1,7,1,6,1,1,2,9,9,9,9,7,5,2,5,4,2,5,2,5,3,1,7,7,5,5,6,7,6,5,2,2,10,7,10,9,4,10,10,10,10,10,10,5,10,6,1,10,8,10,9,0,7,7,7,5,2,3,6,2,2,7,7,6,4,2,2,4,1,0,0,0,0,0,0,0,NA,187,39,0,0,0,0,0,1,1,NA,16,6,15,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,3.8,5.714285714285714,0.32439770392623113,4.75,0.3131121083067946,-0.07491156604683986,-0.5617478394835389,7,5,6.5,5.5,2,10,7.5,10,8.5,3.75,7,3.3333333333333335,3.3333333333333335,6.666666666666667,2.6666666666666665,1,1,-1.4193675874815024,0.6689855348602151,1.09438257690068,0.9535902914255318,1.0442999839280345,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,0.05178174604715013,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.0852112422040254,0.6426395888240942,1.2834670868692488,0.3553566461057471,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,0.5405974354982979,-0.4110544494202602,-0.5028920993943791,0.23585624372918287,-0.5594353101551754,-1.4205201921137838,-1.2962616822429904,0.9172229639519358,0.20352781282935065,0.3528298313259826,-1.1248670890986998,0.9114239267070497,-0.5724542105257288,-0.055227334035647994,-0.9847548044290559,0.5305397712401051,-0.7746205444845401,-0.5516329962418856
63eef6c8-31e9-d628-7ab1-fd5a659a6aa4,1,1,1,1,1,2,0,7,0,0,0,0,2000,0,0,3,5,5,4,5,3,2,5,3,3,4,5,7,7,1,1,1,9,9,9,9,8,4,4,5,5,3,3,2,5,5,2,6,5,4,3,7,7,7,7,4,4,9,8,10,7,0,8,8,10,10,7,10,10,10,7,5,7,6,10,8,5,5,5,5,5,2,2,6,3,3,7,7,7,2,2,3,3,1,0,0,0,0,0,0,0,NA,187,41,0,0,0,0,0,1,1,NA,9,8,9,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,3.4,4.285714285714286,0.5004263433600032,5.5,0.3131121083067946,0.5462239800398129,-0.21308873844277068,5.5,3.5,7,7,4,8.5,8,10,8,4.25,5,3,4,7,2.3333333333333335,1,1,1.5016497664659372,0.6689855348602151,0.35089727068878956,-0.5198271985749287,1.5331700862943451,0.7996350041942818,0.6524991577132312,-0.8271624522162505,0.5395354489964019,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,0.5201529747115843,0.6426395888240942,0.5219077780630141,0.3553566461057471,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,1.349603387922324,1.2644817825023245,-1.0547839418066718,0.6495712942049625,0.17503804182769292,-0.6221803479970663,-1.6962616822429903,-0.511348464619493,-0.610583438488052,-1.1986547694362146,0.892352662860421,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
63eef63a-8ad0-b135-8906-7ce0a1b1b88a,1,1,1,1,1,3,3,3,2,0,1000,0,400,100,0,6,4,6,5,2,4,4,2,3,2,4,6,7,7,1,7,1,9,9,9,9,5,2,2,4,2,1,2,2,3,2,1,6,5,3,1,5,4,3,2,1,1,10,4,7,6,2,10,10,10,10,10,7,2,6,2,0,7,2,5,0,0,7,6,7,3,1,4,6,6,5,6,6,4,1,1,1,3,0,0,0,1,0,0,0,0,NA,111,40,0,0,0,0,0,1,1,NA,5,2,15,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,4.6,3.5714285714285716,-0.05549349599599954,5,-0.3404159084565324,0.13047362042681204,-1.090196663320219,5.5,2,4.5,2.5,1,8.5,4.5,7,4.5,3,6.666666666666667,2.6666666666666665,5.666666666666667,5.333333333333333,1,4,1,1.5016497664659372,0.6689855348602151,-1.1360733417349915,-1.2565359435751589,1.5331700862943451,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,0.1739992716387278,-0.7256029710556304,0.546393635933351,-0.20680990810974512,-0.9756443905941052,1.5903957859886575,0.6426395888240942,-1.0012108395494554,-1.1845221536858233,NA,NA,NA,NA,2.1006503045150726,0.747481211923483,-1.077414469349755,-1.2488225653815526,-1.0547839418066718,-0.5915738572223764,-1.293908662138044,-1.4205201921137838,-0.4962616822429906,-1.225634178905207,-0.20352781282935065,0.3528298313259826,-0.4524605051123262,0.2580077782470543,-0.5724542105257288,1.1621860861980415,-0.9847548044290559,-0.6027376639159339,-0.364240793730241,-0.5516329962418856
63eef6a8-9058-1416-e20b-570fccb1e69a,0,0,0,1,0,5,4,5,0,0,0,0,2000,0,0,3,5,6,2,3,4,3,2,5,5,2,3,7,7,1,1,1,9,9,9,9,9,2,2,5,4,3,2,2,5,3,1,1,3,4,4,6,6,4,4,1,1,4,5,5,5,3,3,3,7,5,2,5,5,10,4,2,3,3,10,5,2,2,2,1,4,4,4,6,5,5,2,2,2,1,1,1,5,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,21,6,15,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,3.8,3.4285714285714284,-0.05549349599599954,5,0.3131121083067946,-0.07491156604683986,-0.30924493685300514,2,4,6,4,1,3.75,4,8,4.75,2.25,1.6666666666666667,4,5.333333333333333,2,1,1,0,1.5016497664659372,0.6689855348602151,-1.1360733417349915,-1.2565359435751589,1.5331700862943451,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,0.1739992716387278,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,0.5405974354982979,-0.4110544494202602,-1.0547839418066718,1.063286344680742,0.17503804182769292,-1.4205201921137838,-1.2962616822429904,-1.3684913217623502,0.610583438488052,0.8699913649133817,0.2199460788740474,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
63eef6f0-e8bb-63f8-6454-9dc71326cd52,1,0,0,1,1,0,2,7,5,0,0,0,1500,500,0,6,5,5,6,5,5,6,5,5,5,5,5,5,1,1,1,6,1,8,9,9,5,1,4,5,4,1,1,3,5,5,2,1,1,5,5,7,7,4,5,1,1,0,8,10,6,0,0,7,10,1,4,0,9,10,8,0,0,8,10,8,1,1,1,1,5,6,5,7,7,7,6,6,6,1,1,1,5,1,0,0,0,0,0,0,0,NA,187,39,0,0,0,0,0,1,1,NA,24,4,24,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,5.6,5,-1.4069132374016222,4,0.3131121083067946,0.3439724919338063,-0.20074689927567357,1,5,7,4.5,1,0,8,10,5.75,1.25,1,5.333333333333333,7,6,1,1,1,0.527977315150124,-2.2828269282343414,-1.8795586479468824,-1.993244688575389,-1.4000505279035187,0.40537052295960113,0.6524991577132312,-0.07776741003742517,-0.10498706431702788,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,1.0552743803501208,-2.825189135773848,-1.76277014835569,-1.9544615535816083,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,0.5405974354982979,1.2644817825023245,1.7046752702547925,-0.5915738572223764,-1.293908662138044,-0.6221803479970663,0.5037383177570094,0.2029372496662214,-1.4246946898054544,-0.16433170226141644,0.892352662860421,2.2182562236270407,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,1.4749376338701374,1.2772782092869555,-0.5516329962418856
63eef66a-4d60-807b-7aee-5677f6f1d8cf,1,0,0,0,0,0,1,4,7,0,500,300,500,300,200,2,2,3,2,3,5,4,2,5,1,3,1,5,4,4,3,7,4,5,1,4,1,3,2,1,1,1,2,1,1,4,3,4,4,5,5,3,5,4,7,6,5,10,10,10,10,10,10,10,10,5,6,4,8,6,1,5,8,8,8,9,0,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,39,0,0,1,0,0,0,1,NA,8,3,1,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,3,1,2.4,3,-0.5742609796305046,3,-2.0539880988145733,-0.7786827032492992,-0.2769040281192006,4,5,4,5.5,5.5,8,9,8.5,6.25,5.25,4,4,4,4.333333333333333,4,1,1,0.527977315150124,-1.1758972545738826,-0.392588035523101,-1.2565359435751589,0.06655977919541317,-0.7774229207444406,-0.8096455517174652,-1.576557494395076,-0.7742665469153922,0.8355428151549684,-3.5193476550292253,-2.8101816925500613,-2.7219658628339745,-1.620332647842562,-1.9582319546243627,-1.76277014835569,-1.9544615535816083,NA,NA,NA,NA,-0.0842302066208959,-1.570793851143552,-1.8864204217737812,0.4267136665410322,2.2565671126670854,-2.246434059125495,-1.293908662138044,0.17615949611965115,-2.6962616822429903,-1.7970627503337786,-1.4246946898054544,-0.6814932358488155,-0.11625721311913942,3.525088520547032,-0.5724542105257288,-0.055227334035647994,0.03497580695107552,-0.41385809138992735,0.45651870777835724,0.6181000714925924
63eef739-c589-32b0-0ac6-2961f86b844b,1,1,1,1,1,4,4,3,1,1,600,600,500,100,0,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,4,1,9,9,8,8,8,5,5,4,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,6,8,8,9,9,9,6,8,9,9,9,8,8,9,9,8,8,8,9,8,8,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,0,0,0,0,1,0,0,0,NA,78,40,0,0,0,0,0,1,1,NA,13,0,13,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,1,6,6,0.689524873169661,6,0.4894919729977207,0.8399753227244552,0.7529028206362016,7,7,7,7,6.5,7.5,8,9,8.75,8.5,6,6,6,5.666666666666667,6,5,1,0.0411410894922174,0.6689855348602151,1.09438257690068,0.9535902914255318,0.5554298815617238,0.7996350041942818,1.3835715124285797,1.4210226743202257,1.0399147681262026,1.3559247438918347,0.03817597456302898,-0.20680990810974512,0.7706770816457642,-0.01496843092695227,0.20916099824935144,0.5219077780630141,1.1252960460015322,NA,NA,NA,NA,0.46198992116309623,0.283826199310076,1.349603387922324,1.2644817825023245,-1.0547839418066718,0.6495712942049625,1.6439847457934298,1.772839184353086,0.9037383177570097,1.2029372496662214,0.20352781282935065,0.8699913649133817,-0.4524605051123262,-0.39540837021294123,0.08090686175430303,0.18825535001108992,1.054706418331207,-0.41385809138992735,-0.364240793730241,-0.5516329962418856
63eef6ae-1ba9-b074-8986-0998e9627b2e,1,1,1,1,1,2,3,5,2,1,300,200,1200,100,0,3,5,6,5,3,2,2,2,3,2,5,7,3,2,1,1,1,9,9,9,9,9,4,5,5,5,3,4,4,5,5,3,6,3,5,2,7,7,7,5,1,1,10,10,10,10,7,10,10,10,10,10,10,10,10,10,4,10,10,10,8,1,6,5,5,7,4,5,7,7,5,7,7,7,6,2,5,4,1,0,0,0,0,0,0,0,NA,187,32,0,0,0,0,0,1,1,NA,6,6,3,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,3.6,3.857142857142857,0.19776730395215425,5,0.3131121083067946,0.5462239800398129,0.08992498520535361,4.5,3.5,7,6,1,10,10,10,9.5,5.5,5.333333333333333,5.333333333333333,6.333333333333333,7,4.333333333333333,1,1,-0.4456951361656892,0.6689855348602151,0.35089727068878956,0.21688154642530155,-0.911180425537208,0.7996350041942818,1.3835715124285797,0.6716276321414002,0.4859134308067633,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-0.5500898365654888,0.6426395888240942,-0.23965153074322065,-1.1845221536858233,NA,NA,NA,NA,-1.1766704621888802,0.747481211923483,1.349603387922324,1.2644817825023245,-1.0547839418066718,1.063286344680742,0.17503804182769292,0.17615949611965115,-1.4962616822429902,-0.9399198931909214,-0.610583438488052,0.3528298313259826,0.2199460788740474,0.2580077782470543,0.08090686175430303,-0.5421927021291238,-0.3049343968423016,0.908298916292118,-0.364240793730241,-0.5516329962418856
63eef7c3-eb91-4efd-f131-5ef29b22179a,1,1,1,1,1,2,2,2,2,4,100,100,100,500,1100,6,6,5,6,6,6,5,6,5,6,4,4,5,5,4,4,5,5,5,5,5,6,3,2,3,3,3,3,3,4,2,2,5,5,4,5,3,5,5,5,4,4,5,6,5,5,8,5,6,6,6,7,4,5,5,5,6,4,5,6,7,5,3,4,5,3,4,4,2,5,5,4,3,5,1,5,5,4,1,0,0,0,0,0,0,0,NA,187,34,0,1,1,1,0,0,1,NA,34,3,12,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,5.6,5.285714285714286,-0.2978396539087422,3.75,-0.4570045879475808,-0.5405949999185824,0.13194557873163232,5,4.5,4,5,4,4.5,5.5,5.5,5.75,6.5,4,3.6666666666666665,4,4,3.6666666666666665,1,1,0.527977315150124,-0.8069206966870631,-0.392588035523101,-0.5198271985749287,0.5554298815617238,-0.7774229207444406,-0.8096455517174652,-0.07776741003742517,-0.2773515002344018,0.8355428151549684,-1.4864770095479372,-1.074600502923184,-0.10248365447417047,-0.01496843092695227,-1.0912747734748771,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,0.46198992116309623,-1.1071388385301448,-0.26840851692572854,-1.2488225653815526,1.1527834278424995,-0.1778588067465968,0.17503804182769292,-0.6221803479970663,0.5037383177570094,0.488651535380507,-0.610583438488052,-0.16433170226141644,-0.788663797105513,0.2580077782470543,2.0409900785943984,-1.0291580702225995,-0.6448446006356787,-1.1693763814939533,1.2772782092869555,5.881898876297743
63eef555-3c5c-4539-c10a-317001571d1e,0,0,1,1,0,2,1,9,1,1,400,300,1000,200,100,7,7,7,7,7,6,7,7,6,4,4,4,4,5,5,3,3,9,8,9,6,4,2,2,5,3,2,2,2,5,3,2,7,7,7,7,7,7,7,7,7,7,10,9,10,10,10,10,10,10,10,9,10,9,9,9,9,10,10,10,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,24,5,20,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,6.4,5.857142857142857,-0.4206206652394295,4.25,0.8334940370436609,-0.3517942497209056,-0.534476205708121,7,7,7,7,7,10,9.5,9.75,9.75,9.25,7,7,7,7,7,1,0,0.0411410894922174,0.6689855348602151,-1.1360733417349915,-1.2565359435751589,0.5554298815617238,0.40537052295960113,-0.8096455517174652,-0.8271624522162505,-0.16900189985309771,1.3559247438918347,0.546393635933351,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-0.0842302066208959,-0.6434838259167379,-0.26840851692572854,-0.4110544494202602,0.04899974301791383,-1.0052889076981562,-0.5594353101551754,-0.6221803479970663,1.30373831775701,1.0600801068090782,-0.610583438488052,-0.6814932358488155,1.5647592468467946,-0.39540837021294123,0.08090686175430303,-0.2987100180823859,0.03497580695107552,0.5305397712401051,0.04613895702405814,0.033233537625353374
63eef740-af08-3cc8-60d5-d3cb5c3eb8bb,0,0,0,1,0,5,1,4,3,1,600,200,600,500,100,6,5,7,7,4,6,5,6,7,4,5,7,4,4,1,2,3,9,9,9,9,9,5,3,5,4,2,5,3,5,5,3,7,6,4,4,7,7,6,5,3,3,8,5,9,6,4,9,6,9,5,3,8,6,8,6,5,8,7,10,8,5,7,6,6,6,4,7,5,5,7,5,5,4,5,4,5,5,1,0,0,0,0,0,0,0,NA,187,45,0,0,0,0,0,1,1,NA,20,4,15,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,5.8,5.714285714285714,0.689524873169661,4.75,0.3131121083067946,0.4805275238798043,0.1822525684157829,6.5,4,7,5.5,3,8.25,6,9,6.25,4.25,6.333333333333333,5.666666666666667,5.666666666666667,4.666666666666667,4.666666666666667,1,0,0.0411410894922174,0.6689855348602151,1.09438257690068,0.9535902914255318,0.06655977919541317,0.7996350041942818,-0.07857319700211698,-0.07776741003742517,0.1774635440875382,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,NA,NA,NA,NA,NA,NA,NA,NA,-0.6304503344048881,0.747481211923483,0.5405974354982979,1.2644817825023245,0.04899974301791383,1.063286344680742,-0.5594353101551754,0.17615949611965115,0.7037383177570096,0.9172229639519358,0.610583438488052,-0.6814932358488155,-0.11625721311913942,0.9114239267070497,0.08090686175430303,0.18825535001108992,-0.3049343968423016,-0.22497851886392087,1.2772782092869555,0.033233537625353374
63eef815-5996-dc9e-2534-e8a88325932b,1,0,1,0,0,14,0,0,0,0,500,500,500,0,0,5,5,3,2,1,2,2,1,5,4,3,6,6,6,5,3,7,6,5,5,4,7,4,3,3,1,3,4,3,3,2,3,6,5,5,6,2,6,4,6,4,4,5,6,6,5,9,5,5,0,6,9,3,4,2,4,10,1,3,1,6,6,5,5,7,7,6,5,4,4,5,4,7,7,6,6,5,6,1,0,0,1,0,0,0,0,NA,1,37,1,1,0,0,0,0,1,NA,38,5,Never,1,NA,1,NA,2,NA,1,NA,2,NA,2,NA,2,NA,2,NA,4,1,3.2,3.2857142857142856,0.2861620547804695,4.25,-0.5451992897933479,-1.1975667612299454,0.7109052235859031,5.5,5.5,4,5,4,3.5,4.5,2.25,5.25,8.5,5.666666666666667,6,4.333333333333333,6,5.666666666666667,8,1,1.0148135408080303,-0.4379441388002436,0.35089727068878956,0.21688154642530155,1.0442999839280345,-0.7774229207444406,-0.07857319700211698,-0.07776741003742517,0.02763411403601292,1.3559247438918347,-1.4864770095479372,-1.074600502923184,-0.9756443905941052,-0.01496843092695227,-1.0912747734748771,-1.0012108395494554,-0.41458275379003806,NA,NA,NA,NA,-0.0842302066208959,-1.570793851143552,-1.8864204217737812,-1.2488225653815526,2.2565671126670854,0.23585624372918287,0.17503804182769292,0.17615949611965115,-1.89626168224299,-1.511348464619493,4.2740840694163635,-1.1986547694362146,-1.4610703810918866,-1.0488245186729368,-0.5724542105257288,-0.055227334035647994,0.7147962145378298,-0.41385809138992735,-0.7746205444845401,-0.5516329962418856
63eef79d-3555-d8fe-e1f6-3642e5bbd720,1,1,1,1,1,4,0,10,0,0,500,0,1500,0,0,5,4,5,5,3,4,6,3,1,6,4,4,4,4,2,1,1,9,9,9,7,6,4,2,5,2,1,5,1,5,3,2,5,5,3,3,7,7,3,2,1,1,7,5,10,4,1,8,6,9,2,1,6,5,3,1,1,6,5,5,3,1,5,5,5,2,1,1,7,7,6,5,5,5,3,3,2,5,1,0,0,0,0,0,0,0,NA,187,33,0,1,0,0,0,0,1,NA,19,4,13,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,5.4,3.2857142857142856,0.5036535466166885,4,0.4432075904910112,-0.7112420485655566,-0.7871829396720947,5,3,7,2.5,1,6.75,5.25,6.75,2.5,1,5,1.3333333333333333,6.666666666666667,5,2.6666666666666665,1,1,0.0411410894922174,0.6689855348602151,0.35089727068878956,0.9535902914255318,0.06655977919541317,0.7996350041942818,-0.8096455517174652,-1.576557494395076,-0.38000206568071154,-0.20522104231876412,0.546393635933351,0.6609806867036937,0.7706770816457642,-0.01496843092695227,0.6426395888240942,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,-1.1766704621888802,-0.17982881330333095,-1.077414469349755,-0.4110544494202602,-1.0547839418066718,-0.1778588067465968,-1.293908662138044,-0.6221803479970663,0.3037383177570101,-1.511348464619493,0.20352781282935065,-1.1986547694362146,1.9009625388399816,-1.0488245186729368,-0.5724542105257288,-0.055227334035647994,-0.9847548044290559,1.4749376338701374,-0.7746205444845401,-0.5516329962418856
63eef775-64ca-4439-fadb-725bb07fd38e,1,1,1,1,0,4,1,2,2,2,500,200,200,400,200,6,6,6,6,6,5,6,6,5,6,5,5,3,2,1,3,4,7,6,6,7,9,4,4,4,4,4,3,3,3,4,3,6,7,6,6,6,5,5,7,5,5,7,8,7,5,5,8,8,7,4,7,8,9,7,5,10,8,8,6,3,7,6,6,6,5,5,4,6,6,5,6,6,6,6,5,5,5,1,0,0,0,0,0,0,0,NA,187,40,1,1,0,1,0,0,1,NA,12,5,11,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,1,NA,1,NA,4,1,6,5.428571428571429,-0.1708981612413131,3.75,-0.721579154484274,0.17581302052877582,0.6874622050102903,6.5,6,5.5,6,5,7.75,8.25,6.75,4.25,7.25,6,4.666666666666667,5.666666666666667,6,5.333333333333333,1,1,-0.4456951361656892,-0.06896758091342406,0.35089727068878956,-0.5198271985749287,-0.911180425537208,-0.38315843950976,0.6524991577132312,-0.07776741003742517,-0.17990177934279053,-0.7256029710556304,-0.9782593481776152,-0.20680990810974512,-0.9756443905941052,-1.0852112422040254,-0.2243175923253914,-0.23965153074322065,-0.41458275379003806,NA,NA,NA,NA,-0.0842302066208959,-0.17982881330333095,0.5405974354982979,0.4267136665410322,0.6008915854302067,1.063286344680742,0.9095113938105612,0.17615949611965115,0.9037383177570097,0.6315086782376502,0.20352781282935065,-0.6814932358488155,-0.788663797105513,0.2580077782470543,0.7342679340343349,-0.055227334035647994,-0.3049343968423016,-0.9804968089679468,0.8668984585326563,0.6181000714925924
