StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,RelCheck_1,RelCheck_2,RelCheck_3,RelCheck_4,RelCheck_5,TimeHelp_1,TimeHelp_2,TimeHelp_3,TimeHelp_4,TimeHelp_5,TimeHelp_6,TimeHelp_7,MoneyHelp_1,MoneyHelp_2,MoneyHelp_3,MoneyHelp_4,MoneyHelp_5,MoneyHelp_6,MoneyHelp_7,IndCol_1,IndCol_2,IndCol_3,IndCol_4,IndCol_5,IndCol_6,IndCol_7,IndCol_8,IndCol_9,IndCol_10,IndCol_11,IndCol_12,RelDist_1,RelDist_2,RelDist_3,RelDist_4,RelDist_5,RelDist_6,RelDist_7,RelCont_1,RelCont_2,RelCont_3,RelCont_4,RelCont_5,RelCont_6,RelCont_7,RelTalk_1,RelTalk_2,RelTalk_3,RelTalk_4,RelTalk_5,RelTalk_6,RelTalk_7,RelPhone_1,RelPhone_2,RelPhone_3,RelPhone_4,RelPhone_5,RelPhone_6,RelPhone_7,ParClose_1,ParClose_2,PPClose_1,PPClose_2,PartClose_1,PartClose_2,SibClose_1,SibClose_2,CousinClose_1,CousinClose_2,FriendClose_1,FriendClose_2,AcqClose_1,AcqClose_2,RelBen_1,RelBen_2,RelBen_3,RelBen_4,RelBen_5,RelBen_6,RelBen_7,RelHap_1,RelHap_2,RelHap_3,RelHap_4,RelHap_5,RelHap_6,RelHap_7,RelCost_1,RelCost_2,RelCost_3,RelCost_4,RelCost_5,RelCost_6,RelCost_7,RelPrior_1,RelPrior_2,RelPrior_3,RelPrior_4,RelPrior_5,RelPrior_6,RelPrior_7,ParSup_1,ParSup_2,ParSup_3,PPSup_1,PPSup_2,PPSup_3,PartSup_1,PartSup_2,PartSup_3,SibSup_1,SibSup_2,SibSup_3,CousinSup_1,CousinSup_2,CousinSup_3,FriendSup_1,FriendSup_2,FriendSup_3,AcqSup_1,AcqSup_2,AcqSup_3,Income,RaceEth_1,RaceEth_2,RaceEth_3,RaceEth_4,RaceEth_5,RaceEth_6,RaceEth_7,RaceEth_8,RaceEth_7_TEXT,country,Age,RelCheck2_1,RelCheck2_2,RelCheck2_3,RelCheck2_4,RelCheck2_5,RelCheck2_6,MarStat,MarStat_5_TEXT,RelLength_Text_1,RelLength_Text_2,MarLength,Living,Living_5_TEXT,Child,Child_3_TEXT,GenderID,GenderID_8_TEXT,GAB,GAB_5_TEXT,SexOr,SexOr_9_TEXT,SpGenderID,SpGenderID_8_TEXT,SpGAB,SpGAB_5_TEXT,SpSexOr,SpSexOr_9_TEXT,Attention_Check,DataConsent,aid,Ind,Col,RelDist_1_z,RelCont_1_z,RelTalk_1_z,RelPhone_1_z,RelDist_2_z,RelCont_2_z,RelTalk_2_z,RelPhone_2_z,RelDist_3_z,RelCont_3_z,RelTalk_3_z,RelPhone_3_z,RelDist_6_z,RelCont_6_z,RelTalk_6_z,RelPhone_6_z,RelDist_7_z,RelCont_7_z,RelTalk_7_z,RelPhone_7_z,ConfPar,ConfInLaw,ConfSpouse,ConfFriend,ConfAcq,ClosePar,CloseInLaws,CloseSpouse,CloseFriend,CloseAcq,CommStrPar,CommStrInLaw,CommStrSpouse,CommStrFriend,CommStrAcq,SuppPar,SuppInLaws,SuppSpouse,SuppFriend,SuppAcq,RelLength,Race,ParentsTime_Z,InlawsTime_Z,SpouseTime_Z,FriendTime_Z,AcqTime_Z,ParentsMoney_Z,InlawsMoney_Z,SpouseMoney_Z,FriendMoney_Z,AcqMoney_Z
2/16/2023 19:43,2/16/2023 19:46,0,100,237,1,2/16/2023 19:46,R_20ZP10C6Lcb8aEv,anonymous,EN,1,1,0,0,0,0,2,1,1,1,NA,1,8,2000,0,0,0,NA,0,0,4,2,4,2,5,5,2,5,5,3,3,5,4,2,4,3,NA,5,3,7,5,3,8,NA,5,6,4,3,3,3,NA,2,2,4,3,3,4,NA,2,2,5,3,5,5,4,6,4,5,NA,NA,4,4,5,5,7,5,7,8,NA,3,7,3,8,3,7,NA,7,5,7,8,4,6,NA,5,8,5,8,4,7,NA,7,5,5,5,4,2,5,6,4,4,6,4,5,3,NA,NA,NA,5,4,3,1,6,5,5,0,0,0,0,1,0,0,0,NA,187,40,0,0,1,0,0,0,1,NA,2,4,11,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,2,1,63eef780-2e20-1625-d873-f87d552763d8,3,4.285714285714286,0.041141089492217404,-0.06896758091342406,0.35089727068878956,0.21688154642530155,-0.9111804255372081,-0.7774229207444406,-0.07857319700211698,-0.07776741003742517,0.8355428151549684,-2.5029123322885813,-1.074600502923184,-0.9756443905941051,1.0082100489470884,-1.1071388385301448,-1.077414469349755,-1.2488225653815526,0.04899974301791383,-0.1778588067465968,-0.5594353101551754,-0.6221803479970663,0.1349880814232211,-0.4612359883302977,-0.9294036026627255,-0.606291456078591,-0.3276186804702312,4,5,5,4,5,5.5,7.25,4.5,5.5,6.25,4.666666666666667,4.333333333333333,4.666666666666667,4,4,2.3333333333333335,5,-0.610583438488052,-0.6814932358488155,-1.1248670890986998,-0.39540837021294123,4.654434367714526,3.5970129266654207,-0.9847548044290559,-1.3582559540199597,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:33,2/16/2023 19:47,0,100,816,1,2/16/2023 19:47,R_3kv8O7y3pR69NHf,anonymous,EN,1,1,1,1,1,1,6,6,1,1,NA,0,0,500,500,500,500,NA,0,0,5,5,6,5,3,4,6,5,4,6,6,6,1,2,1,2,NA,2,2,9,9,9,9,NA,5,5,2,4,5,3,NA,1,1,1,2,5,2,NA,1,1,3,5,5,4,7,7,5,5,NA,NA,4,4,4,4,10,10,10,8,NA,4,3,10,10,10,10,NA,4,5,5,5,7,5,NA,6,6,5,5,6,5,NA,2,3,4,4,3,5,5,5,7,7,7,5,5,5,NA,NA,NA,4,4,4,4,4,4,3,1,0,0,0,0,0,0,0,NA,187,32,0,0,0,0,0,1,1,NA,17,0,15,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,63eef526-b5bb-f643-0dd6-f205f4cf73e1,5.6,4.714285714285714,-1.4193675874815024,0.6689855348602151,-1.1360733417349915,-1.993244688575389,-0.9111804255372081,0.7996350041942818,0.6524991577132312,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-0.6304503344048881,-1.1071388385301448,-1.8864204217737812,-2.086590681342845,-0.5028920993943791,-0.5915738572223764,-1.293908662138044,-1.4205201921137838,-0.969925020732917,-0.07155217896148641,0.3131121083067946,-1.4276500690129148,-0.9522237027171458,4,4.5,7,4,4,7.5,7.5,8.25,4,4.25,3.6666666666666665,5,7,4,4,17,1,1.0176390641467532,1.9043144320881797,-1.1248670890986998,-1.0488245186729368,-0.5724542105257288,-0.055227334035647994,0.7147962145378298,-0.41385809138992735,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:38,2/16/2023 19:47,0,100,568,1,2/16/2023 19:47,R_OJXuwLPNkPCWUwN,anonymous,EN,1,1,1,0,1,0,2,2,4,2,NA,2,2,350,350,500,300,NA,200,300,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,NA,3,3,6,7,8,7,NA,7,7,4,4,4,4,NA,4,4,4,4,4,4,NA,4,4,6,6,6,6,6,6,6,6,NA,NA,6,6,6,6,9,8,8,9,NA,8,8,9,8,9,9,NA,9,8,9,9,8,9,NA,9,9,9,8,9,9,NA,8,9,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,4,0,1,0,0,0,0,0,0,NA,187,35,0,0,0,0,0,1,1,NA,3,4,10,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef648-6d20-b6ea-d1f2-811749ffd72f,5,5,-0.44569513616568923,-0.4379441388002436,0.35089727068878956,0.21688154642530155,-0.42231032317089745,0.011106041724920565,0.6524991577132312,0.6716276321414002,0.31516088641810214,0.038175974563028986,-0.20680990810974512,-0.10248365447417047,-0.0842302066208959,-0.17982881330333095,0.5405974354982979,0.4267136665410322,0.04899974301791383,0.23585624372918287,0.9095113938105613,0.9744993402363686,-0.07896511446296042,0.22823062710216363,0.011010824599303883,0.17581302052877582,0.5422166801985067,6,6,6,6,6,9,8.25,8.5,8.5,8.5,5,5,5,5,5,3.3333333333333335,2,-0.610583438488052,-0.16433170226141644,-0.11625721311913942,0.2580077782470543,0.7342679340343349,-0.42045136010575485,0.2049309088477641,-0.41385809138992735,0.04613895702405814,1.2029666053598314
2/16/2023 19:38,2/16/2023 19:47,0,100,595,1,2/16/2023 19:47,R_1q23aDSdyTWqHn5,anonymous,EN,1,1,1,1,1,1,3,1,4,4,NA,2,0,1000,50,500,400,NA,50,0,6,2,6,6,4,4,6,6,5,6,6,7,7,7,1,7,NA,2,1,9,9,9,9,NA,9,6,4,4,1,5,NA,1,1,5,3,3,5,NA,4,1,7,6,5,3,7,7,7,7,NA,NA,7,4,1,1,10,5,10,10,NA,8,2,10,5,10,10,NA,9,3,8,4,10,9,NA,6,0,10,4,10,10,NA,6,0,7,7,7,5,5,6,7,6,6,7,7,7,NA,NA,NA,6,6,6,1,1,4,3,1,0,0,0,0,0,0,0,NA,187,25,0,0,0,0,0,1,1,NA,10,0,5,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef672-8fb5-e1c1-1ca8-c9bfb7f2104a,6,4.857142857142857,1.5016497664659372,0.6689855348602151,0.35089727068878956,0.9535902914255318,1.5331700862943451,0.7996350041942818,0.6524991577132312,-0.07776741003742517,-0.7256029710556304,0.546393635933351,-2.8101816925500613,-0.9756443905941051,-0.6304503344048881,0.747481211923483,-1.8864204217737812,0.4267136665410322,-1.0547839418066718,-0.1778588067465968,-1.293908662138044,-1.4205201921137838,0.8687807158601184,0.7268842095411082,-0.9912588545666114,-0.3356689694285385,-0.9867679007012741,6.5,4,7,5.5,1,9.5,4.5,10,7.25,1.25,7,5.333333333333333,6.333333333333333,6,2,10,1,-0.20352781282935065,-0.6814932358488155,-0.11625721311913942,0.2580077782470543,-0.5724542105257288,1.1621860861980415,-0.8147997025323673,-0.41385809138992735,-0.5694306691073905,-0.5516329962418856
2/16/2023 19:31,2/16/2023 19:48,0,100,1019,1,2/16/2023 19:48,R_3j2R902f0yUbGvK,anonymous,EN,1,1,1,1,1,1,2,2,2,2,NA,2,4,200,200,200,200,NA,400,800,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,NA,2,3,7,7,9,7,NA,7,7,3,4,4,3,NA,5,4,3,5,4,5,NA,4,4,6,5,4,6,5,5,5,4,NA,NA,6,5,5,5,7,5,7,7,NA,7,8,7,9,9,8,NA,7,7,7,7,7,7,NA,8,7,7,8,8,8,NA,8,8,5,5,6,5,6,5,5,5,5,5,6,5,NA,NA,NA,5,6,5,5,6,6,4,0,1,0,0,0,0,0,0,NA,187,35,0,0,0,0,0,1,1,NA,15,4,13,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef492-b891-8fee-e3fd-2e32d1b573f8,5,5,-0.44569513616568923,-0.06896758091342406,-0.392588035523101,-0.5198271985749287,-0.42231032317089745,0.011106041724920565,0.6524991577132312,1.4210226743202257,-0.20522104231876412,0.546393635933351,-0.20680990810974512,-0.10248365447417047,-0.6304503344048881,-0.17982881330333095,1.3496033879223241,0.4267136665410322,0.04899974301791383,0.23585624372918287,0.9095113938105613,0.9744993402363686,-0.35676948779428574,0.41557938764686997,0.007969757757667822,0.24150947668878434,0.5422166801985067,5.5,5,5,5.5,5,7,7.25,7.75,7.5,7.5,5.333333333333333,5.333333333333333,5,5.333333333333333,5.666666666666667,15.333333333333334,2,-0.610583438488052,-0.16433170226141644,-0.788663797105513,0.2580077782470543,2.0409900785943984,-0.7856753861758617,-0.3049343968423016,-0.9804968089679468,0.8668984585326563,4.127299274696027
2/16/2023 19:39,2/16/2023 19:49,0,100,618,1,2/16/2023 19:49,R_pyHC5uNUJDhmDcZ,anonymous,EN,1,1,1,0,0,0,5,4,1,2,NA,1,1,800,250,500,150,NA,150,150,4,5,6,5,4,2,4,5,6,4,3,5,4,6,2,3,NA,3,3,2,6,7,3,NA,3,4,1,1,2,2,NA,3,2,2,2,3,5,NA,4,4,4,3,3,3,4,4,3,5,NA,NA,5,6,7,7,6,7,4,8,NA,8,6,3,3,7,3,NA,6,7,3,5,7,9,NA,9,8,8,7,7,4,NA,8,9,3,6,7,6,5,5,3,6,3,3,5,4,NA,NA,NA,3,5,5,3,4,5,2,0,0,0,0,0,1,0,1,NA,112,42,1,0,1,0,0,0,4,NA,21,10,31,4,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,63eef5a2-23c2-1437-ac9f-430ad46a1c35,4.6,4.285714285714286,0.041141089492217404,-1.9138503703475218,-1.8795586479468822,-1.2565359435751589,1.0442999839280345,-0.38315843950976003,-1.5407179064328134,-0.8271624522162505,-0.20522104231876412,-0.4700416868072931,-1.9423910977366228,-0.9756443905941051,-0.0842302066208959,-2.034448863756959,-0.26840851692572854,0.4267136665410322,0.04899974301791383,-1.0052889076981562,-0.5594353101551754,0.9744993402363686,-1.2522009680943365,-0.4266847035576974,-0.8983245543641962,-0.4900934801906378,-0.13530628364976227,3.5,3,4,5.5,7,5,5.5,6.25,7.75,7.5,5.333333333333333,5.333333333333333,4,4.333333333333333,4,21.833333333333332,6,0.610583438488052,0.8699913649133817,-1.1248670890986998,-0.39540837021294123,0.08090686175430303,0.6752207181045657,-0.13497929494561303,-0.41385809138992735,-0.1590509183530914,0.32566680455897284
2/16/2023 19:41,2/16/2023 19:49,0,100,503,1,2/16/2023 19:49,R_1DMfaslxqaCTMhT,anonymous,EN,1,1,1,1,1,1,6,4,1,3,NA,0,0,1000,250,250,500,NA,0,0,7,3,6,6,7,5,7,6,5,7,6,7,1,1,1,1,NA,2,2,9,9,9,9,NA,6,4,5,5,5,5,NA,3,2,5,5,5,5,NA,4,3,7,7,7,6,7,7,7,7,NA,NA,4,4,4,3,10,9,10,10,NA,5,3,10,10,10,10,NA,3,2,10,10,10,10,NA,3,1,10,10,10,10,NA,2,0,7,7,7,7,6,6,7,7,7,7,7,7,NA,NA,NA,6,6,5,6,5,4,6,1,0,0,0,0,0,0,0,NA,187,31,0,0,0,0,0,1,1,NA,4,6,1,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef70d-f5ed-14df-a66b-4ce4166411f1,6.6,5.571428571428571,-1.4193675874815024,0.6689855348602151,1.09438257690068,0.9535902914255318,-1.4000505279035187,0.7996350041942818,1.3835715124285795,1.4210226743202257,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-0.6304503344048881,-0.6434838259167379,-0.26840851692572854,0.4267136665410322,-0.5028920993943791,-1.0052889076981562,-0.5594353101551754,0.17615949611965115,0.32439770392623113,0.5510446657598921,0.3131121083067946,-0.27890725267658056,-0.4728642052820149,7,6.5,7,4,3.5,10,9.75,10,3.25,1.5,7,6.333333333333333,7,5.666666666666667,5,4.5,1,1.0176390641467532,0.8699913649133817,-1.1248670890986998,-1.0488245186729368,-0.5724542105257288,1.1621860861980415,-0.13497929494561303,-0.8860570227049436,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:21,2/16/2023 19:49,0,100,1688,1,2/16/2023 19:49,R_3lY5XAAqgu2CgK2,anonymous,EN,1,1,1,1,1,1,4,3,1,3,NA,3,0,500,0,1000,500,NA,0,0,3,7,2,3,5,7,6,7,6,5,1,7,1,6,1,2,NA,1,2,9,9,9,9,NA,9,7,5,2,5,5,NA,4,2,5,2,5,4,NA,3,1,7,7,5,5,6,7,7,7,NA,NA,6,5,2,2,10,7,10,10,NA,9,4,10,10,10,10,NA,10,10,10,5,10,10,NA,6,1,10,8,10,10,NA,9,0,7,7,7,5,2,3,6,2,2,7,7,7,NA,NA,NA,7,7,6,4,2,2,4,1,0,0,0,0,0,0,0,NA,187,39,0,0,0,0,0,1,1,NA,16,6,15,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef1f7-171b-7e02-cbf8-131e51859155,3.8,5.714285714285714,-1.4193675874815024,0.6689855348602151,1.09438257690068,0.9535902914255318,1.0442999839280345,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,0.5405974354982979,-0.4110544494202602,-0.5028920993943791,0.23585624372918287,-0.5594353101551754,-1.4205201921137838,0.32439770392623113,0.051781746047150135,0.3131121083067946,-0.07491156604683986,-0.5617478394835389,7,5,6.5,5.5,2,10,7.5,10,8.5,3.75,7,3.3333333333333335,3.3333333333333335,6.666666666666667,2.6666666666666665,16.5,1,0.20352781282935065,0.3528298313259826,-1.1248670890986998,0.9114239267070497,-0.5724542105257288,-0.055227334035647994,-0.9847548044290559,0.5305397712401051,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:39,2/16/2023 19:49,0,100,600,1,2/16/2023 19:49,R_3qkxBk9nKxysZeL,anonymous,EN,1,1,1,1,1,1,2,0,7,5,NA,0,0,0,0,2000,0,NA,0,0,3,5,5,4,5,3,2,5,3,3,4,5,7,7,1,5,NA,1,1,9,9,9,9,NA,9,8,4,4,5,4,NA,5,3,3,2,5,4,NA,5,2,6,5,4,3,7,7,5,6,NA,NA,7,7,4,4,9,8,10,10,NA,7,0,8,8,10,9,NA,10,7,10,10,10,8,NA,7,5,7,6,10,9,NA,8,5,5,5,5,5,2,2,6,3,3,6,5,7,NA,NA,NA,7,7,7,2,2,3,3,1,0,0,0,0,0,0,0,NA,187,41,0,0,0,0,0,1,1,NA,9,8,9,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef6c8-31e9-d628-7ab1-fd5a659a6aa4,3.4,4.285714285714286,1.5016497664659372,0.6689855348602151,0.35089727068878956,-0.5198271985749287,1.5331700862943451,0.7996350041942818,0.6524991577132312,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,1.3496033879223241,1.2644817825023245,-1.0547839418066718,0.6495712942049625,0.17503804182769292,-0.6221803479970663,0.5004263433600032,0.5395354489964019,0.3131121083067946,0.5462239800398129,-0.21308873844277068,5.5,3.5,7,7,4,8.5,8,10,8,4.25,5,3,4,7,2.3333333333333335,9.666666666666666,1,-0.610583438488052,-1.1986547694362146,0.892352662860421,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:37,2/16/2023 19:49,0,100,721,1,2/16/2023 19:49,R_3M6vPxbFCZVTihW,anonymous,EN,1,1,1,1,1,1,3,3,3,3,NA,2,0,1000,0,400,500,NA,100,0,6,4,6,5,2,4,4,2,3,2,4,6,7,7,1,7,NA,7,1,9,9,9,9,NA,9,5,2,2,4,2,NA,2,1,2,2,3,2,NA,2,1,6,5,3,1,5,4,4,4,NA,NA,3,2,1,1,10,4,7,8,NA,6,2,10,10,10,10,NA,10,10,7,2,6,5,NA,2,0,7,2,5,3,NA,0,0,7,6,7,3,1,4,6,6,5,7,7,7,NA,NA,NA,6,6,4,1,1,1,3,0,0,0,1,0,0,0,0,NA,111,40,0,0,0,0,0,1,1,NA,5,2,15,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,4,1,63eef63a-8ad0-b135-8906-7ce0a1b1b88a,4.6,3.5714285714285716,1.5016497664659372,0.6689855348602151,-1.1360733417349915,-1.2565359435751589,1.5331700862943451,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,-0.7256029710556304,0.546393635933351,-0.20680990810974512,-0.9756443905941051,2.1006503045150726,0.747481211923483,-1.077414469349755,-1.2488225653815526,-1.0547839418066718,-0.5915738572223764,-1.293908662138044,-1.4205201921137838,-0.05549349599599954,0.1739992716387278,-0.3404159084565324,0.13047362042681204,-1.090196663320219,5.5,2,4.5,2.5,1,8.5,4.5,7,4.5,3,6.666666666666667,2.6666666666666665,5.666666666666667,5.333333333333333,1,5.166666666666667,4,-0.20352781282935065,0.3528298313259826,-0.4524605051123262,0.2580077782470543,-0.5724542105257288,1.1621860861980415,-0.9847548044290559,-0.6027376639159339,-0.364240793730241,-0.5516329962418856
2/16/2023 19:39,2/16/2023 19:50,0,100,655,1,2/16/2023 19:50,R_3EA9vdArR9HFWv3,anonymous,EN,1,0,0,0,1,0,5,4,5,NA,NA,0,0,0,0,2000,NA,NA,0,0,3,5,6,2,3,4,3,2,5,5,2,3,7,7,1,NA,NA,1,1,9,9,9,NA,NA,9,9,2,2,5,NA,NA,4,3,2,2,5,NA,NA,3,1,1,3,4,4,6,6,NA,NA,NA,NA,4,4,1,1,4,5,5,NA,NA,5,3,3,3,7,NA,NA,5,2,5,5,10,NA,NA,4,2,3,3,10,NA,NA,5,2,2,2,1,4,4,4,6,5,5,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,5,1,0,0,0,0,0,0,0,NA,187,40,0,0,0,0,0,1,1,NA,21,6,15,1,NA,1,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,4,1,63eef6a8-9058-1416-e20b-570fccb1e69a,3.8,3.4285714285714284,1.5016497664659372,0.6689855348602151,-1.1360733417349915,-1.2565359435751589,1.5331700862943451,0.7996350041942818,-0.8096455517174652,-0.8271624522162505,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,0.5405974354982979,-0.4110544494202602,-1.0547839418066718,1.0632863446807421,0.17503804182769292,-1.4205201921137838,-0.05549349599599954,0.1739992716387278,0.3131121083067946,-0.07491156604683986,-0.30924493685300514,2,4,6,4,1,3.75,4,8,4.75,2.25,1.6666666666666667,4,5.333333333333333,2,1,21.5,1,0.610583438488052,0.8699913649133817,0.2199460788740474,-1.0488245186729368,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,2.41933549650017,-0.7746205444845401,-0.5516329962418856
2/16/2023 19:41,2/16/2023 19:50,0,100,569,1,2/16/2023 19:50,R_3PHwxNXqDMGphXC,anonymous,EN,1,1,0,0,1,1,0,2,7,0,NA,5,0,0,0,1500,0,NA,500,0,6,5,5,6,5,5,6,5,5,5,5,5,5,1,1,6,NA,1,6,1,8,9,1,NA,9,5,1,4,5,1,NA,4,1,1,3,5,1,NA,5,2,1,1,5,5,7,7,1,1,NA,NA,4,5,1,1,0,8,10,0,NA,6,0,0,7,10,0,NA,1,4,0,9,10,0,NA,8,0,0,8,10,0,NA,8,1,1,1,1,5,6,5,7,7,7,1,1,1,NA,NA,NA,6,6,6,1,1,1,5,1,0,0,0,0,0,0,0,NA,187,39,0,0,0,0,0,1,1,NA,24,4,24,1,NA,1,NA,2,NA,2,NA,1,NA,1,NA,1,NA,1,NA,3,1,63eef6f0-e8bb-63f8-6454-9dc71326cd52,5.6,5,0.527977315150124,-2.2828269282343414,-1.8795586479468822,-1.993244688575389,-1.4000505279035187,0.40537052295960113,0.6524991577132312,-0.07776741003742517,-0.7256029710556304,0.546393635933351,0.6609806867036937,0.7706770816457642,-1.1766704621888802,0.747481211923483,0.5405974354982979,1.2644817825023245,1.7046752702547925,-0.5915738572223764,-1.293908662138044,-0.6221803479970663,-1.4069132374016222,-0.10498706431702788,0.3131121083067946,0.3439724919338063,-0.20074689927567357,1,5,7,4.5,1,0,8,10,5.75,1.25,1,5.333333333333333,7,6,1,24.333333333333332,1,-1.4246946898054544,-0.16433170226141644,0.892352662860421,2.2182562236270407,-0.5724542105257288,-1.2726407542693374,-0.9847548044290559,1.4749376338701374,1.2772782092869555,-0.5516329962418856
2/16/2023 19:39,2/16/2023 19:50,0,100,668,1,2/16/2023 19:50,R_2X7qLMGSpmU00PQ,anonymous,EN,1,1,0,0,0,0,0,1,4,2,NA,7,0,500,300,500,200,NA,300,200,2,2,3,2,3,5,4,2,5,1,3,1,5,4,4,1,NA,3,7,4,5,1,3,NA,4,1,3,2,1,1,NA,1,1,2,1,1,1,NA,4,3,4,4,5,5,3,5,3,6,NA,NA,4,7,6,5,10,10,10,10,NA,10,10,10,10,10,5,NA,5,6,4,8,6,5,NA,1,5,8,8,8,6,NA,9,0,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,5,4,4,4,4,2,1,0,0,0,0,0,0,0,NA,187,39,0,0,1,0,0,0,1,NA,8,3,1,1,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA,3,1,63eef66a-4d60-807b-7aee-5677f6f1d8cf,2.4,3,0.527977315150124,-1.1758972545738826,-0.392588035523101,-1.2565359435751589,0.06655977919541317,-0.7774229207444406,-0.8096455517174652,-1.576557494395076,0.8355428151549684,-3.5193476550292253,-2.8101816925500613,-2.7219658628339745,-0.0842302066208959,-1.570793851143552,-1.8864204217737812,0.4267136665410322,2.2565671126670854,-2.246434059125495,-1.293908662138044,0.17615949611965115,-0.5742609796305046,-0.7742665469153922,-2.0539880988145733,-0.7786827032492992,-0.2769040281192006,4,5,4,5.5,5.5,8,9,8.5,6.25,5.25,4,4,4,4.333333333333333,4,8.25,1,-1.4246946898054544,-0.6814932358488155,-0.11625721311913942,3.525088520547032,-0.5724542105257288,-0.055227334035647994,0.03497580695107552,-0.41385809138992735,0.45651870777835724,0.6181000714925924
2/16/2023 19:41,2/16/2023 19:50,0,100,541,1,2/16/2023 19:50,R_2Y33XuHhcU0zU9N,anonymous,EN,1,1,1,1,1,1,4,4,3,1,NA,1,1,600,600,500,200,NA,100,0,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,4,NA,4,1,9,9,8,8,NA,8,8,5,5,4,4,NA,5,5,5,5,5,5,NA,5,5,7,7,7,7,7,7,7,7,NA,NA,7,7,7,6,8,8,9,9,NA,9,9,6,8,9,9,NA,9,9,8,8,9,9,NA,9,8,8,8,9,8,NA,8,8,6,6,6,6,6,6,6,6,6,7,6,6,NA,NA,NA,5,6,6,6,6,6,4,0,0,0,0,1,0,0,0,NA,78,40,0,0,0,0,0,1,1,NA,13,0,13,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,1,63eef739-c589-32b0-0ac6-2961f86b844b,6,6,0.041141089492217404,0.6689855348602151,1.09438257690068,0.9535902914255318,0.5554298815617238,0.7996350041942818,1.3835715124285795,1.4210226743202257,1.3559247438918347,0.038175974563028986,-0.20680990810974512,0.7706770816457642,0.46198992116309623,0.283826199310076,1.3496033879223241,1.2644817825023245,-1.0547839418066718,0.6495712942049625,1.6439847457934298,1.772839184353086,0.689524873169661,1.0399147681262026,0.4894919729977207,0.8399753227244552,0.7529028206362016,7,7,7,7,6.5,7.5,8,9,8.75,8.5,6,6,6,5.666666666666667,6,13,5,0.20352781282935065,0.8699913649133817,-0.4524605051123262,-0.39540837021294123,0.08090686175430303,0.18825535001108992,1.054706418331207,-0.41385809138992735,-0.364240793730241,-0.5516329962418856
